time,bandwidth(bps),delay(ms),loss(percent),jitter(ms^2)
1537313122.1501,99959222.535021,0.789,0,0.333
1537313132.1501,99633515.485228,0.607,0,0.062
1537313142.1501,99643772.466612,0.599,0,0.082
1537313152.1501,97910254.581933,0.670,0,0.067
1537313162.1501,100295871.016050,0.602,0,0.104
1537313172.1501,28134175.006834,38.701,0,6.908
