time,bandwidth(bps),delay(ms),loss(percent),jitter(ms^2)
1537314265.4562,100160003.227412,1.001,0,0.388
1537314275.4562,99778484.739894,1.245,0,0.700
1537314285.4562,99446343.614719,0.993,0,0.488
